0 168 383 337 358 267 7
1 196 1 191 100 7 84
2 100 55 98 258 197 210
3 46 170 88 182 35 97
4 50 48 269 181 265 175
5 46 2 16 181 197 244
6 245 320 55 117 44 13
7 257 2 294 231 98 191
8 325 52 362 118 288 333
9 191 84 64 31 286 5
10 2 100 98 192 231 132
11 89 2 231 211 294 348
12 31 201 77 100 290 1
13 100 191 176 265 175 7
14 7 191 1 392 310 8
15 100 333 97 210 76 121
16 288 269 278 50 271 333
17 191 64 84 175 88 151
18 1 318 157 88 348 113
19 97 46 271 186 121 279
20 333 100 118 7 175 310
21 294 257 100 197 191 129
22 64 88 89 192 231 168
23 284 80 5 71 15 272
24 85 333 215 118 4 325
25 52 288 116 175 1 333
26 98 258 191 143 316 197
27 175 392 191 253 85 201
28 269 196 265 191 1 70
29 71 75 41 348 88 290
30 191 100 88 64 15 129
31 77 288 181 88 182 333
32 191 98 55 265 90 294
33 88 89 129 231 7 185
34 100 257 55 197 2 265
35 31 84 15 75 181 71
36 397 121 118 1 271 156
37 100 175 50 191 7 64
38 71 15 272 290 31 80
39 333 118 181 48 85 175
40 88 191 129 77 170 231
41 265 135 191 392 79 136
42 245 55 154 2 262 210
43 5 327 142 15 42 272
44 258 85 257 269 325 11
45 191 175 7 127 84 64
46 139 257 258 298 6 4
47 99 208 27 85 139 321
48 100 258 192 80 229 324
49 5 64 84 172 191 105
50 269 191 278 286 181 48
51 245 301 55 174 76 135
52 77 258 84 175 191 285
53 48 181 85 100 175 333
54 85 269 52 136 301 100
55 48 333 301 85 45 271
56 100 325 175 269 313 8
57 196 15 191 276 1 175
58 15 327 142 157 52 80
59 191 88 15 181 31 48
60 395 146 218 65 377 154
61 324 301 210 48 55 181
62 257 100 55 36 313 192
63 81 377 287 271 168 156
64 257 258 197 100 55 98
65 100 64 98 88 245 294
66 318 88 348 62 1 48
67 191 100 77 354 157 84
68 84 191 77 11 15 52
69 181 191 15 88 129 83
70 97 46 279 65 393 87
71 100 98 55 2 258 192
72 69 88 173 64 117 15
73 97 76 245 154 87 282
74 288 278 144 136 100 271
75 333 301 156 288 81 121
76 271 144 221 365 1 40
77 324 269 118 175 162 85
78 191 245 129 117 251 55
79 100 1 168 8 119 4
80 98 321 257 258 143 4
81 333 48 113 196 271 85
82 2 257 98 197 294 36
83 333 365 10 1 288 271
84 191 88 71 84 129 15
85 15 53 129 294 191 100
86 100 77 313 258 175 90
87 48 1 113 282 53 50
88 77 7 231 175 129 89
89 64 148 23 71 255 88
90 327 284 139 127 48 85
91 100 191 269 257 313 90
92 100 257 265 65 313 301
93 50 286 48 181 175 191
94 16 2 209 348 23 177
95 97 98 76 65 154 245
96 88 7 196 129 318 348
97 100 64 8 154 151 228
98 127 10 80 79 284 320
99 48 46 324 88 77 78
100 269 80 48 278 85 77
101 100 196 257 90 294 251
102 175 181 148 127 77 4
103 1 52 142 172 45 11
104 191 15 50 265 48 187
105 80 50 45 85 52 284
106 191 129 276 151 100 265
107 98 292 197 152 220 146
108 1 69 173 139 79 354
109 294 129 191 64 15 231
110 144 252 279 153 150 271
111 148 276 157 5 367 346
112 118 333 85 181 215 48
113 48 50 181 118 153 80
114 97 55 65 170 301 88
115 222 53 167 34 79 173
116 48 324 181 269 46 258
117 89 182 223 348 248 23
118 301 377 144 271 40 348
119 210 46 251 129 44 185
120 100 175 52 269 191 7
121 197 257 2 292 99 208
122 15 100 84 276 196 265
123 258 139 27 15 284 42
124 395 150 65 257 399 262
125 88 80 77 31 191 231
126 100 191 286 7 77 1
127 118 333 196 48 153 113
