0 3 341 90 199 98 177 196 211
1 96 173 324 199 238 141 7 175
2 358 243 175 302 259 300 333 121
3 3 347 246 100 379 191 311 58
4 255 358 316 341 81 98 90 199
5 61 131 196 177 187 8 121 258
6 290 173 96 307 90 324 199 98
7 82 3 187 277 93 78 288 338
8 73 100 77 378 200 252 78 93
9 180 152 286 302 215 196 211 187
10 98 180 176 313 197 65 324 199
11 70 1 100 155 175 137 10 15
12 290 98 152 1 20 81 11 378
13 137 123 130 384 216 65 197 199
14 2 282 307 187 312 15 195 7
15 180 354 239 173 174 364 307 9
16 354 23 378 200 175 14 137 10
17 152 301 174 62 258 170 10 14
18 152 354 18 176 180 174 301 277
19 90 98 199 14 196 177 186 63
20 98 246 313 302 134 44 186 170
21 134 137 23 81 324 199 11 9
22 290 239 307 199 324 98 90 60
23 290 98 73 239 364 184 363 77
24 290 3 246 96 307 11 199 98
25 255 249 50 18 23 187 61 258
26 2 302 98 202 150 62 258 312
27 152 316 147 327 187 24 137 10
28 354 301 81 277 170 252 42 168
29 75 50 246 243 175 348 44 93
30 358 187 270 63 183 62 24 23
31 1 65 197 313 243 131 191 8
32 384 123 130 216 150 196 177 211
33 290 173 96 199 90 98 60 93
34 75 290 23 96 173 341 137 197
35 313 175 191 308 113 49 231 99
36 3 249 322 44 197 65 199 98
37 255 302 313 81 331 100 44 186
38 36 23 69 341 155 257 13 379
39 180 82 2 88 50 378 200 252
40 180 152 316 2 100 98 344 184
41 65 197 277 199 90 243 313 200
42 282 137 23 307 331 199 324 90
43 24 121 55 266 15 118 40 250
44 354 61 1 252 143 126 16 283
45 152 18 180 176 301 112 20 277
46 249 96 173 307 282 199 324 98
47 246 316 25 199 90 98 2 215
48 255 197 65 20 243 313 8 97
49 246 282 307 300 43 253 195 94
50 290 1 341 199 90 98 175 270
51 286 239 378 200 99 27 183 80
52 152 354 282 9 137 307 98 187
53 300 246 307 81 65 197 11 238
54 316 313 77 302 24 179 153 43
55 239 173 112 363 83 271 92 300
56 290 18 134 197 208 41 65 11
57 3 187 20 79 63 270 42 168
58 323 307 187 259 35 339 171 123
59 36 130 286 239 11 141 238 211
60 36 130 313 302 100 81 187 252
61 246 316 341 307 302 141 238 7
62 180 347 358 98 90 199 305 344
63 75 249 152 364 307 112 186 14
64 255 152 18 358 307 57 305 344
65 130 36 65 187 83 173 15 144
66 290 377 173 239 155 10 137 14
67 130 384 200 378 216 137 14 10
68 246 137 9 98 187 93 44 1
69 300 137 23 100 307 246 98 141
70 300 180 364 11 208 7 141 238
71 290 18 324 90 199 243 313 208
72 399 153 131 132 133 134 135 136
73 50 246 187 331 302 313 170 100
74 323 239 173 282 187 100 175 243
75 249 173 239 214 313 61 363 264
76 152 358 301 344 305 15 187 80
77 290 354 286 1 364 327 147 363
78 3 44 112 313 175 243 78 63
79 2 82 239 9 98 324 199 187
80 316 197 65 331 195 305 344 43
81 239 173 307 277 238 187 150 15
82 290 255 180 239 173 313 176 1
83 180 176 187 195 331 378 200 78
84 20 197 65 165 97 28 111 30
85 255 88 173 239 286 307 50 65
86 75 3 20 65 197 199 90 98
87 98 180 324 173 239 214 184 312
88 50 246 23 187 347 175 348 83
89 358 36 239 282 187 214 11 238
90 231 88 302 313 174 277 77 11
91 377 208 215 44 338 376 82 111
92 70 82 174 18 277 152 338 143
93 290 286 98 9 20 277 137 175
94 3 21 214 121 197 27 16 126
95 70 249 176 180 18 61 3 150
96 152 134 302 277 150 79 44 168
97 152 1 174 20 165 283 14 120
98 290 246 130 216 384 123 195 264
99 98 305 344 184 62 258 252 155
100 399 151 128 129 130 131 132 133
101 152 364 197 65 61 114 26 284
102 152 1 98 9 341 175 243 302
103 152 364 173 307 61 60 186 304
104 255 3 246 81 112 4 243 175
105 243 175 147 44 100 83 170 168
106 290 152 50 246 65 197 79 44
107 112 196 177 211 78 308 337 305
108 152 282 9 175 1 187 288 98
109 255 3 18 358 65 197 215 208
110 137 98 9 347 50 195 331 141
111 316 313 175 243 63 286 183 62
112 341 175 243 215 208 147 34 294
113 290 3 50 328 268 100 243 175
114 180 239 197 65 215 208 211 196
115 82 377 65 197 195 331 215 378
116 255 82 36 130 23 200 378 15
117 98 300 180 187 184 43 55 35
118 77 363 121 41 253 24 100 48
119 152 174 378 144 200 337 305 294
120 358 238 141 83 62 182 33 50
121 1 50 130 36 23 324 199 150
122 23 65 197 243 14 253 286 311
123 277 147 327 363 48 179 165 97
124 180 152 200 378 1 83 170 100
125 290 323 100 11 187 211 196 363
126 246 364 197 65 112 20 90 98
127 73 239 328 286 277 302 358 131
