0 12 354 222 89 57 299 132 211
1 180 316 176 74 97 11 56 28
2 260 298 98 323 243 16 341 93
3 289 347 325 15 276 271 328 57
4 255 141 312 316 52 215 81 270
5 75 8 121 66 32 30 187 196
6 300 382 8 31 310 196 177 124
7 325 347 3 73 18 125 277 215
8 41 180 82 189 276 354 100 328
9 1 300 112 4 109 23 48 215
10 101 298 338 173 358 131 313 316
11 70 2 284 231 153 44 178 45
12 298 325 347 189 150 18 202 48
13 298 123 137 14 216 48 74 187
14 82 173 2 180 282 125 40 271
15 180 9 88 364 354 75 89 299
16 180 189 58 80 101 48 150 75
17 189 370 48 202 2 125 62 86
18 289 231 370 269 172 3 288 354
19 70 82 75 347 31 382 48 272
20 75 189 25 173 41 246 27 272
21 231 131 235 23 81 154 341 316
22 129 109 215 40 231 93 60 155
23 260 101 338 180 216 239 328 231
24 75 101 231 323 96 186 246 154
25 255 338 9 324 141 322 288 328
26 2 370 276 150 78 302 270 157
27 370 125 75 150 48 276 62 208
28 9 137 20 354 301 277 81 62
29 75 323 246 79 44 97 354 191
30 37 82 189 123 216 382 313 215
31 1 282 48 23 8 243 30 286
32 137 9 150 187 197 284 24 258
33 31 347 257 38 8 137 242 132
34 298 75 23 12 141 323 316 197
35 300 14 23 202 343 117 73 85
36 255 82 75 173 125 174 3 4
37 255 150 377 358 52 313 302 215
38 338 23 14 48 272 154 328 31
39 100 2 12 289 277 63 268 243
40 338 298 98 235 324 141 312 316
41 137 73 150 277 316 270 197 243
42 129 40 89 331 179 153 43 17
43 82 338 125 316 319 328 74 24
44 31 137 9 186 96 215 93 126
45 239 150 62 10 208 187 269 124
46 255 31 131 300 150 235 151 62
47 364 323 14 23 63 272 319 62
48 101 338 98 216 123 328 243 175
49 69 324 282 246 222 312 316 300
50 1 4 112 141 239 173 341 20
51 151 25 202 239 289 66 2 32
52 150 52 282 354 143 299 59 307
53 231 300 246 312 316 81 334 141
54 82 151 319 125 85 73 99 124
55 75 70 56 88 52 41 294 36
56 137 9 109 73 202 299 59 89
57 101 173 231 3 52 282 271 312
58 260 101 323 75 324 141 294 354
59 23 316 312 239 141 334 11 187
60 235 41 313 302 289 187 257 64
61 31 112 4 75 246 312 270 63
62 82 75 347 125 299 89 57 272
63 231 364 64 16 20 61 174 78
64 255 150 358 112 4 382 109 323
65 20 316 40 268 24 187 199 124
66 298 377 323 239 173 175 243 322
67 70 98 325 347 9 189 141 239
68 9 289 189 323 246 1 93 268
69 41 300 312 23 334 141 246 343
70 313 37 272 257 197 65 180 334
71 37 78 272 313 270 243 1 24
72 101 298 98 131 99 154 316 55
73 358 235 323 52 282 246 215 59
74 70 41 189 276 323 235 18 239
75 23 276 41 235 249 284 48 98
76 75 358 4 112 154 316 305 322
77 75 129 131 99 52 41 294 14
78 112 4 44 328 143 243 175 268
79 174 323 246 239 187 11 44 79
80 150 305 62 269 258 331 195 265
81 289 231 269 364 294 277 173 239
82 255 1 69 313 189 180 382 239
83 1 41 12 189 187 319 176 180
84 75 37 173 313 231 101 324 141
85 255 98 75 246 239 289 307 125
86 173 3 364 44 215 316 20 157
87 98 298 41 180 56 173 12 235
88 347 173 23 323 3 52 246 325
89 231 269 358 282 125 289 334 44
90 75 260 101 313 131 235 52 354
91 294 299 59 258 215 208 4 181
92 70 56 82 18 313 316 24 258
93 37 150 137 12 313 4 112 78
94 323 23 3 382 9 75 121 229
95 9 239 137 187 11 150 121 250
96 150 23 277 14 11 62 208 144
97 298 150 231 269 282 69 202 81
98 338 150 216 123 323 246 202 271
99 298 98 41 109 282 258 132 60
100 82 298 101 358 4 131 112 80
101 37 41 12 82 78 382 1 272
102 1 12 323 186 96 215 57 89
103 323 125 364 186 231 16 78 60
104 231 276 235 313 302 270 63 38
105 173 358 235 323 75 243 44 168
106 347 323 246 150 117 285 191 354
107 82 173 125 370 41 202 42 319
108 75 325 347 282 9 270 63 38
109 23 3 382 150 299 59 270 197
110 325 347 137 9 1 271 328 286
111 260 269 62 347 313 316 234 31
112 2 41 246 272 222 44 268 334
113 338 41 231 189 14 23 316 334
114 180 56 189 354 150 157 63 197
115 235 382 272 302 125 289 257 148
116 255 41 23 82 189 382 322 229
117 75 25 41 36 130 56 235 249
118 78 41 328 59 89 57 299 66
119 129 150 25 288 40 231 35 56
120 70 98 235 249 277 334 141 315
121 23 172 141 294 286 257 1 14
122 101 58 80 243 63 20 86 155
123 75 294 277 328 16 100 231 179
124 298 101 78 235 41 130 36 73
125 41 323 174 364 125 16 313 25
126 112 4 364 323 197 65 157 20
127 255 2 239 277 315 268 175 243
