0 324 5
0 122 4
0 59 2
0 4 3
0 379 2
0 10 1
1 17 3
1 47 4
1 64 5
1 90 4
1 92 3
1 113 5
1 222 4
1 227 4
1 228 5
1 253 5
2 257 4
2 279 4
2 299 4
2 301 4
2 303 4
2 307 3
2 308 3
2 313 5
2 315 1
2 316 5
3 299 3
3 300 2
3 318 4
3 324 2
3 330 2
3 341 1
3 345 3
3 348 4
3 350 3
3 351 3
4 11 4
4 210 3
4 258 5
4 271 4
4 300 5
4 324 5
4 327 5
4 328 3
4 329 5
4 359 5
5 24 4
5 62 4
5 102 3
5 211 4
5 231 2
5 376 2
5 377 1
5 382 5
5 107 3
5 23 4
6 143 2
6 211 5
6 221 4
6 275 4
6 294 2
6 357 4
6 69 5
6 178 4
6 108 3
6 232 3
7 171 3
7 200 5
7 378 5
7 151 5
7 272 2
7 43 3
7 54 3
7 123 3
7 144 5
7 262 3
8 7 3
8 56 5
8 144 5
8 172 5
8 190 4
8 301 4
8 11 5
8 8 4
8 85 4
8 186 3
9 50 5
9 201 5
9 242 4
9 276 4
9 294 4
9 71 5
9 2 4
9 183 5
9 15 4
9 290 1
10 48 4
10 203 4
10 289 4
10 321 4
10 340 4
10 63 4
10 89 4
10 105 4
10 55 5
10 257 4
11 190 3
11 230 4
11 312 4
11 317 2
11 61 2
11 160 3
11 14 4
11 20 1
11 41 5
11 46 4
12 15 5
12 28 5
12 71 4
12 157 5
12 191 5
12 196 5
12 276 4
12 84 5
12 53 5
12 54 4
13 229 4
13 18 2
13 98 4
13 80 1
13 9 4
13 23 5
13 58 1
13 64 4
13 92 3
13 101 1
14 56 5
14 93 3
14 100 5
14 151 5
14 175 5
14 313 2
14 55 4
14 14 4
14 119 5
14 292 5
15 20 3
15 137 4
15 278 1
15 289 3
15 301 4
15 8 2
15 120 4
15 96 2
15 42 2
15 24 3
16 56 5
16 70 4
16 92 4
16 144 5
16 155 3
16 168 4
16 191 5
16 71 3
16 104 5
16 94 4
17 7 4
17 100 4
17 126 4
17 137 4
17 150 5
17 286 3
17 294 4
17 323 1
17 71 2
17 19 4
18 58 4
18 154 4
18 196 3
18 199 3
18 387 4
18 44 3
18 6 3
18 67 4
18 83 3
18 95 4
19 8 5
19 202 4
19 210 3
19 211 4
19 268 2
19 288 3
19 294 3
19 319 4
19 325 4
19 87 4
20 1 3
20 69 1
