0 199 316 215 119 197 311 195 82
1 199 316 215 119 197 311 195 82
2 199 215 119 197 311 195 82 180
3 199 316 215 119 197 311 195 82
4 199 316 215 119 197 311 195 82
5 199 316 215 119 197 311 195 82
6 199 316 215 119 197 311 195 82
7 199 316 215 119 197 311 195 82
8 199 316 215 119 197 311 195 82
9 199 316 215 119 197 311 195 82
10 199 316 215 119 197 311 195 82
11 199 316 215 119 197 311 195 82
12 199 316 215 119 197 311 195 82
13 199 316 215 119 197 311 195 82
14 199 316 215 197 311 195 82 315
15 199 316 215 119 197 311 195 82
16 199 316 215 119 197 311 195 82
17 199 316 215 119 197 311 195 82
18 316 215 119 197 311 195 82 315
19 199 316 215 119 197 311 195 82
20 199 316 215 119 197 311 195 82
21 199 316 215 119 197 311 195 82
22 199 316 215 119 197 311 195 82
23 199 316 119 197 311 195 82 315
24 199 316 215 119 197 311 195 82
25 199 316 215 119 197 311 195 82
26 199 316 215 119 197 311 195 82
27 199 316 215 119 197 311 195 82
28 199 316 215 119 197 311 195 82
29 199 316 215 119 197 311 195 82
30 199 316 215 119 197 311 195 82
31 199 316 215 119 197 311 195 82
32 199 316 215 119 197 311 195 82
33 199 316 215 119 197 311 195 82
34 316 215 119 197 311 195 82 315
35 199 316 215 119 197 311 195 82
36 199 316 215 119 197 311 195 82
37 199 316 215 119 197 311 82 315
38 199 316 215 119 197 311 195 82
39 199 316 215 119 197 311 195 82
40 199 316 215 119 197 311 195 82
41 199 316 215 119 197 311 195 82
42 199 316 215 119 197 311 82 315
43 199 316 215 119 197 311 195 82
44 199 316 215 119 197 311 195 82
45 199 316 215 119 197 311 195 82
46 199 316 215 119 197 311 195 82
47 199 316 215 119 197 311 195 82
48 199 316 215 119 197 311 195 82
49 199 316 215 119 197 311 195 82
50 199 316 215 119 197 311 195 82
51 199 316 215 119 197 311 195 82
52 199 316 215 119 197 311 195 82
53 199 316 215 119 197 311 195 82
54 199 316 215 119 197 311 195 82
55 199 316 215 119 197 311 195 82
56 199 316 119 197 311 195 82 315
57 199 316 215 119 197 311 195 82
58 199 316 215 119 197 311 195 82
59 199 316 215 119 197 311 195 82
60 199 316 215 119 197 311 195 82
61 199 316 215 119 197 311 195 82
62 199 316 215 119 197 311 195 82
63 199 316 215 119 197 311 195 82
64 199 316 215 119 197 311 195 82
65 199 316 215 119 311 195 82 315
66 199 316 215 119 197 311 195 82
67 199 316 215 119 197 311 195 82
68 199 316 215 119 197 311 195 82
69 199 316 215 119 197 311 195 82
70 199 316 215 119 197 311 195 82
71 199 316 215 119 311 195 82 315
72 199 316 215 119 197 311 195 82
73 199 316 215 119 197 311 195 82
74 199 316 215 119 197 311 195 82
75 199 316 215 119 197 311 195 82
76 199 316 215 119 197 311 195 82
77 199 316 215 119 197 311 195 82
78 199 316 215 119 197 311 195 82
79 199 316 215 119 197 311 195 82
80 316 119 197 311 195 82 315 180
81 199 316 215 119 197 311 195 82
82 199 316 215 119 197 311 195 82
83 199 316 215 119 197 311 195 315
84 199 316 215 119 197 311 195 82
85 199 316 215 119 197 311 195 82
86 199 316 215 119 197 311 195 82
87 199 316 215 119 197 311 195 82
88 199 316 215 119 197 195 82 315
89 199 316 215 119 197 311 195 82
90 199 316 215 119 197 311 195 82
91 199 316 215 119 197 311 82 315
92 199 316 215 119 197 311 195 82
93 199 316 215 119 197 311 195 82
94 199 316 215 119 197 311 195 82
95 199 316 215 119 197 311 195 82
96 199 316 215 119 197 311 195 82
97 199 316 215 119 197 311 195 82
98 199 316 215 119 197 311 195 82
99 199 316 215 119 197 311 195 82
100 199 215 119 197 311 195 82 315
101 199 316 215 119 197 311 195 82
102 199 316 215 119 197 311 195 82
103 199 316 215 119 197 311 195 82
104 199 316 215 119 197 311 195 82
105 199 316 215 119 197 311 195 82
106 199 316 215 119 197 311 195 82
107 199 316 215 119 197 311 195 82
108 199 316 215 119 197 311 195 82
109 199 316 215 119 197 311 195 82
110 199 316 215 119 197 311 195 315
111 199 316 215 119 197 311 195 82
112 199 215 119 197 311 195 82 315
113 199 316 215 119 197 311 195 82
114 199 316 215 119 197 311 195 315
115 199 316 215 119 197 311 195 82
116 199 316 215 119 197 311 195 82
117 199 316 215 119 197 311 195 82
118 199 316 215 119 197 311 195 82
119 199 316 215 119 197 311 195 82
120 199 316 215 119 197 311 195 82
121 199 316 215 119 197 311 195 82
122 199 316 215 119 197 311 195 82
123 199 316 215 119 197 311 195 82
124 199 316 215 119 197 311 195 82
125 199 316 215 119 197 311 195 82
126 199 316 215 119 197 311 195 315
127 199 316 215 119 197 311 195 82
