0 324 5
0 122 4
0 59 2
0 400 3
0 379 2
0 10 1
1 17 3
1 47 4
1 64 5
1 90 4
1 92 3
1 113 5
1 222 4
1 227 4
1 228 5
1 253 5
2 257 4
2 279 4
2 299 4
2 301 4
2 303 4
2 307 3
2 308 3
2 313 5
2 315 1
2 316 5
3 299 3
3 300 2
3 318 4
3 324 2
3 330 2
3 341 1
3 345 3
3 348 4
3 350 3
3 351 3
4 11 4
4 210 3
4 258 5
4 271 4
4 300 5
4 324 5
4 327 5
4 328 3
4 329 5
4 359 5
5 24 4
5 62 4
5 102 3
5 211 4
5 231 2
5 376 2
5 377 1
5 382 5
5 407 3
5 423 4
6 143 2
6 211 5
6 221 4
6 275 4
6 294 2
6 357 4
6 469 5
6 478 4
6 508 3
6 532 3
7 171 3
7 200 5
7 378 5
7 451 5
7 472 2
7 543 3
7 554 3
7 623 3
7 644 5
7 662 3
8 7 3
8 56 5
8 144 5
8 172 5
8 190 4
8 301 4
8 511 5
8 568 4
8 685 4
8 686 3
9 50 5
9 201 5
9 242 4
9 276 4
9 294 4
9 371 5
9 402 4
9 483 5
9 615 4
9 690 1
10 48 4
10 203 4
10 289 4
10 321 4
10 340 4
10 463 4
10 489 4
10 505 4
10 655 5
10 657 4
11 190 3
11 230 4
11 312 4
11 517 2
11 561 2
11 660 3
11 714 4
11 720 1
11 741 5
11 746 4
12 15 5
12 28 5
12 71 4
12 157 5
12 191 5
12 196 5
12 276 4
12 684 5
12 753 5
12 754 4
13 229 4
13 418 2
13 498 4
13 780 1
13 809 4
13 823 5
13 858 1
13 864 4
13 892 3
13 901 1
14 56 5
14 93 3
14 100 5
14 151 5
14 175 5
14 313 2
14 455 4
14 514 4
14 519 5
14 792 5
15 20 3
15 137 4
15 278 1
15 289 3
15 301 4
15 508 2
15 620 4
15 696 2
15 742 2
15 924 3
16 56 5
16 70 4
16 92 4
16 144 5
16 155 3
16 168 4
16 191 5
16 471 3
16 504 5
16 942 4
17 7 4
17 100 4
17 126 4
17 137 4
17 150 5
17 286 3
17 294 4
17 323 1
17 471 2
17 919 4
18 58 4
18 154 4
18 196 3
18 199 3
18 387 4
18 494 3
18 607 3
18 647 4
18 863 3
18 965 4
19 8 5
19 202 4
19 210 3
19 211 4
19 268 2
19 288 3
19 294 3
19 319 4
19 325 4
19 887 4
20 1 3
20 69 1
