0 258 329 359 1024 990 292
1 65 257 450 343 271 62
2 100 215 65 311 1191 302
3 286 178 477 275 329 359
4 286 50 312 316 475 292
5 651 597 742 450 222 271
6 246 318 275 178 1010 1008
7 1262 423 416 417 418 419
8 813 154 628 504 173 50
9 654 187 683 270 475 173
10 185 511 436 474 184 853
11 316 511 56 144 172 902
12 100 177 195 258 511 197
13 276 100 478 15 108 742
14 428 25 64 511 172 144
15 258 172 511 56 937 813
16 144 172 511 792 519 151
17 258 215 909 813 265 98
18 697 1101 215 550 168 258
19 175 654 187 333 354 147
20 258 421 751 168 483 170
21 195 187 853 511 436 655
22 64 100 170 483 1 628
23 185 436 184 853 655 474
24 479 474 410 181 384 423
25 100 286 178 318 174 657
26 909 64 215 98 276 813
27 475 258 311 1191 477 318
28 98 258 483 64 170 651
29 1191 311 474 479 174 165
30 50 813 300 329 475 359
31 8 65 257 358 878 286
32 187 273 79 178 275 477
33 909 952 475 62 228 222
34 258 329 359 316 1010 1008
35 313 316 909 150 147 315
36 175 655 313 1175 270 683
37 421 64 431 153 179 195
38 187 654 651 178 275 286
39 683 56 144 172 511 469
40 909 697 716 154 1101 8
41 258 480 215 64 483 170
42 298 196 157 753 15 191
43 182 433 258 132 475 813
44 651 427 100 480 466 642
45 191 157 684 753 196 483
46 258 147 144 172 483 64
47 313 100 1175 316 655 909
48 384 216 201 371 70 191
49 258 242 64 265 97 813
50 880 258 246 359 329 684
51 258 230 215 475 909 431
52 655 318 178 880 478 258
53 172 511 56 176 173 79
54 176 909 1175 315 302 197
55 9 137 168 628 651 154
56 511 144 173 50 530 165
57 174 530 176 121 180 471
58 450 228 343 62 271 265
59 707 813 694 151 97 165
60 318 477 275 286 427 253
61 286 475 359 329 499 923
62 50 315 284 26 324 286
63 56 172 144 511 813 343
64 196 316 550 150 165 97
65 176 511 173 172 50 313
66 657 531 287 845 324 258
67 952 271 475 250 530 98
68 324 329 359 173 144 172
69 628 333 937 879 546 96
70 421 168 64 180 331 689
71 253 228 113 313 316 187
72 258 178 242 250 466 32
73 178 477 275 318 311 1191
74 316 1175 176 1024 292 898
75 168 45 100 276 343 228
76 301 176 168 751 302 315
77 180 258 475 144 173 172
78 258 324 902 354 1191 311
79 172 511 144 258 242 56
80 230 316 313 276 168 480
81 258 880 242 64 265 175
82 845 531 657 287 151 519
83 168 751 421 176 628 273
84 228 56 483 170 597 694
85 98 654 191 70 511 499
86 655 201 371 50 302 315
87 15 191 684 157 753 427
88 902 97 165 237 258 474
89 64 550 56 792 519 114
90 654 300 359 286 324 475
91 316 64 597 474 173 172
92 168 421 10 179 153 431
93 176 421 168 10 258 64
94 382 530 480 384 423 273
95 100 250 480 530 651 273
96 174 265 909 113 253 228
97 165 64 813 242 258 265
98 64 792 519 56 265 477
99 421 751 154 477 318 275
100 312 1175 331 265 313 898
101 628 382 79 273 327 147
102 1175 316 1 273 628 359
103 744 173 651 410 258 181
104 480 64 483 170 909 147
105 147 1175 909 175 697 716
106 258 354 311 1191 550 215
107 258 316 311 1191 1175 8
108 1 176 180 813 485 511
109 242 132 433 480 506 945
110 178 258 359 329 312 316
111 286 316 433 132 1191 311
112 902 329 359 311 354 1191
113 1008 1010 410 181 168 258
114 276 174 480 64 170 483
115 427 144 215 97 511 173
116 945 923 506 499 654 191
117 410 180 195 150 197 64
118 195 298 56 127 285 485
119 168 100 937 215 813 694
120 324 64 191 196 157 684
121 79 273 168 154 298 813
122 56 197 485 127 285 654
123 70 191 172 56 144 655
124 215 258 410 716 1101 697
125 511 64 1 100 170 371
126 316 147 1191 311 902 7
127 64 45 113 253 301 286
